AREA,AGE_ADJUSTED_RATE,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_RATE
Mississippi,0,Mortality,18189,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2017,0
Mississippi,0,Mortality,18571,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2018,0
Mississippi,0,Mortality,18878,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2019,0
Mississippi,0,Mortality,19051,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2020,0
Missouri,0,Mortality,62480,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2011,0
Missouri,1.9,Mortality,64103,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2012,1.6
Missouri,1.5,Mortality,65848,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2013,1.5
Missouri,0,Mortality,67943,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2014,0
Missouri,0,Mortality,70516,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2015,0
Missouri,4.2,Mortality,72128,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2016,2.8
Missouri,0,Mortality,74738,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2017,0
Missouri,0,Mortality,76547,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2018,0
Missouri,1.2,Mortality,78838,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2019,1.3
Missouri,0,Mortality,80726,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2020,0
Montana,0,Mortality,4783,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2011,0
Montana,0,Mortality,4897,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2012,0
Montana,0,Mortality,5285,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2013,0
Montana,0,Mortality,5497,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2014,0
Montana,0,Mortality,5643,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2015,0
Montana,0,Mortality,6019,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2016,0
Montana,22.8,Mortality,6246,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2017,16
Montana,0,Mortality,6433,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2018,0
Montana,0,Mortality,6851,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2019,0
Montana,0,Mortality,7152,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2020,0
Nebraska,13.9,Mortality,19435,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2011,5.1
Nebraska,4.7,Mortality,20520,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2012,4.9
Nebraska,0,Mortality,21310,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2013,0
Nebraska,0,Mortality,22943,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2014,0
Nebraska,0,Mortality,24275,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2015,0
Nebraska,0,Mortality,25994,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2016,0
Nebraska,0,Mortality,27022,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2017,0
Nebraska,0,Mortality,28023,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2018,0
Nebraska,0,Mortality,28468,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2019,0
Nebraska,3.7,Mortality,28926,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2020,3.5
Nevada,0.5,Mortality,125137,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2011,0.8
Nevada,1.1,Mortality,128726,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2012,0.8
Nevada,0.4,Mortality,133508,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2013,0.7
Nevada,0.5,Mortality,138318,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2014,0.7
Nevada,1.3,Mortality,143504,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2015,1.4
Nevada,1.4,Mortality,148742,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2016,1.3
Nevada,0.4,Mortality,154064,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2017,0.6
Nevada,0.8,Mortality,158689,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2018,1.3
Nevada,0.9,Mortality,164777,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2019,1.2
Nevada,0.9,Mortality,170576,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2020,1.2
New Hampshire,0,Mortality,17260,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2011,0
New Hampshire,0,Mortality,18284,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2012,0
New Hampshire,0,Mortality,19108,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2013,0
New Hampshire,0,Mortality,19926,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2014,0
New Hampshire,0,Mortality,20745,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2015,0
New Hampshire,0,Mortality,21329,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2016,0
New Hampshire,0,Mortality,21797,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2017,0
New Hampshire,0,Mortality,22048,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2018,0
New Hampshire,0,Mortality,22558,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2019,0
New Hampshire,0,Mortality,22939,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2020,0
Minnesota,0,Mortality,153237,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2011,0
Minnesota,0,Mortality,157633,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2012,0
Minnesota,0,Mortality,163040,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2013,0
Minnesota,1.6,Mortality,169717,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2014,1.2
Minnesota,1.6,Mortality,176526,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2015,1.1
Minnesota,0,Mortality,185155,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2016,0
Minnesota,1.7,Mortality,193417,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2017,1
Minnesota,0,Mortality,201573,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2018,0
Minnesota,0.6,Mortality,209142,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2019,0.5
Minnesota,0.7,Mortality,214721,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2020,0.5
Mississippi,1.5,Mortality,589342,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2011,1.5
Mississippi,1.9,Mortality,591627,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2012,1.9
Mississippi,1.4,Mortality,594410,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2013,1.3
Mississippi,0.9,Mortality,596556,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2014,1
Mississippi,1.7,Mortality,598705,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2015,1.8
Mississippi,0.6,Mortality,599995,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2016,0.7
Mississippi,1.4,Mortality,600623,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2017,1.5
Mississippi,1.3,Mortality,600198,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2018,1.5
Mississippi,0.6,Mortality,599851,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2019,0.7
Mississippi,1.5,Mortality,599048,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2020,2
Missouri,2.1,Mortality,381336,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2011,1.8
Missouri,2.2,Mortality,383445,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2012,1.8
Missouri,2.4,Mortality,385888,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2013,2.1
Missouri,1,Mortality,387793,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2014,1
Missouri,0.8,Mortality,389783,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2015,0.8
Missouri,0.6,Mortality,391459,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2016,0.5
Missouri,1.7,Mortality,393412,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2017,1.8
Missouri,1.5,Mortality,394911,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2018,1.5
Missouri,1.7,Mortality,396456,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2019,1.8
Missouri,2,Mortality,397133,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2020,2.3
Montana,0,Mortality,2915,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2011,0
Montana,0,Mortality,3221,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2012,0
Montana,0,Mortality,3274,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2013,0
Montana,0,Mortality,3361,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2014,0
Montana,0,Mortality,3467,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2015,0
Montana,0,Mortality,3604,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2016,0
Montana,0,Mortality,3807,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2017,0
Montana,0,Mortality,3890,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2018,0
Montana,0,Mortality,4037,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2019,0
Montana,0,Mortality,4146,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2020,0
Nebraska,0,Mortality,45827,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2011,0
Nebraska,0,Mortality,46509,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2012,0
Nebraska,0,Mortality,47270,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2013,0
Nebraska,2.3,Mortality,48275,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2014,2.1
Nebraska,0,Mortality,49117,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2015,0
Nebraska,0,Mortality,50281,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2016,0
Nebraska,0,Mortality,50897,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2017,0
Nebraska,0,Mortality,51905,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2018,0
Nebraska,0,Mortality,52581,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2019,0
Nebraska,2.5,Mortality,53392,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2020,1.9
Nevada,2.2,Mortality,116002,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2011,1.7
Nevada,0.8,Mortality,120466,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2012,0.8
Nevada,1.6,Mortality,123511,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2013,1.6
Nevada,0,Mortality,128354,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2014,0
Nevada,0.6,Mortality,134247,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2015,0.7
Nevada,2.8,Mortality,141083,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2016,2.1
Nevada,2.2,Mortality,148340,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2017,2
Nevada,0,Mortality,154931,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2018,0
Nevada,3.3,Mortality,161092,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2019,3.1
Nevada,1.5,Mortality,165963,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2020,1.2
New Hampshire,0,Mortality,8030,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2011,0
New Hampshire,0,Mortality,8393,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2012,0
New Hampshire,0,Mortality,8562,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2013,0
New Hampshire,0,Mortality,8760,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2014,0
New Hampshire,0,Mortality,9054,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2015,0
New Hampshire,0,Mortality,9570,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2016,0
New Hampshire,0,Mortality,9967,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2017,0
New Hampshire,0,Mortality,10440,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2018,0
New Hampshire,0,Mortality,10963,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2019,0
New Hampshire,0,Mortality,11231,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2020,0
Minnesota,1.3,Mortality,2260929,Non-Hispanic White,Female,Oral Cavity and Pharynx,2011,1.8
Minnesota,1.7,Mortality,2262710,Non-Hispanic White,Female,Oral Cavity and Pharynx,2012,2.3
Minnesota,1.1,Mortality,2266474,Non-Hispanic White,Female,Oral Cavity and Pharynx,2013,1.8
Minnesota,1.2,Mortality,2268928,Non-Hispanic White,Female,Oral Cavity and Pharynx,2014,1.7
Minnesota,1.1,Mortality,2267704,Non-Hispanic White,Female,Oral Cavity and Pharynx,2015,1.7
Minnesota,1.5,Mortality,2269590,Non-Hispanic White,Female,Oral Cavity and Pharynx,2016,2.2
Minnesota,1.3,Mortality,2273563,Non-Hispanic White,Female,Oral Cavity and Pharynx,2017,2
Minnesota,1,Mortality,2275810,Non-Hispanic White,Female,Oral Cavity and Pharynx,2018,1.8
Minnesota,1.6,Mortality,2276617,Non-Hispanic White,Female,Oral Cavity and Pharynx,2019,2.5
Minnesota,1.6,Mortality,2273682,Non-Hispanic White,Female,Oral Cavity and Pharynx,2020,2.6
Mississippi,2.3,Mortality,883646,Non-Hispanic White,Female,Oral Cavity and Pharynx,2011,3.3
Mississippi,1.6,Mortality,883239,Non-Hispanic White,Female,Oral Cavity and Pharynx,2012,2.3
Mississippi,2,Mortality,880912,Non-Hispanic White,Female,Oral Cavity and Pharynx,2013,3
Mississippi,1.3,Mortality,878890,Non-Hispanic White,Female,Oral Cavity and Pharynx,2014,1.9
Mississippi,0.9,Mortality,875592,Non-Hispanic White,Female,Oral Cavity and Pharynx,2015,1.5
Mississippi,2.3,Mortality,873618,Non-Hispanic White,Female,Oral Cavity and Pharynx,2016,3.4
Mississippi,1.6,Mortality,870898,Non-Hispanic White,Female,Oral Cavity and Pharynx,2017,2.3
Mississippi,1.2,Mortality,866101,Non-Hispanic White,Female,Oral Cavity and Pharynx,2018,1.8
Mississippi,1.7,Mortality,863772,Non-Hispanic White,Female,Oral Cavity and Pharynx,2019,2.7
Mississippi,1.8,Mortality,859950,Non-Hispanic White,Female,Oral Cavity and Pharynx,2020,2.7
Missouri,1.2,Mortality,2500983,Non-Hispanic White,Female,Oral Cavity and Pharynx,2011,1.7
Missouri,1.5,Mortality,2501079,Non-Hispanic White,Female,Oral Cavity and Pharynx,2012,2.2
Missouri,1.2,Mortality,2500953,Non-Hispanic White,Female,Oral Cavity and Pharynx,2013,1.7
Missouri,1.2,Mortality,2501238,Non-Hispanic White,Female,Oral Cavity and Pharynx,2014,1.9
Missouri,1.4,Mortality,2500677,Non-Hispanic White,Female,Oral Cavity and Pharynx,2015,2
Missouri,1.9,Mortality,2501361,Non-Hispanic White,Female,Oral Cavity and Pharynx,2016,2.6
Missouri,1.7,Mortality,2503030,Non-Hispanic White,Female,Oral Cavity and Pharynx,2017,2.6
Missouri,1.8,Mortality,2503502,Non-Hispanic White,Female,Oral Cavity and Pharynx,2018,2.9
Missouri,1.7,Mortality,2504831,Non-Hispanic White,Female,Oral Cavity and Pharynx,2019,2.7
Missouri,1.1,Mortality,2504951,Non-Hispanic White,Female,Oral Cavity and Pharynx,2020,1.6
Montana,1.7,Mortality,441103,Non-Hispanic White,Female,Oral Cavity and Pharynx,2011,2
Montana,0.9,Mortality,442457,Non-Hispanic White,Female,Oral Cavity and Pharynx,2012,1.4
Montana,1.1,Mortality,445393,Non-Hispanic White,Female,Oral Cavity and Pharynx,2013,1.6
Montana,1.6,Mortality,447875,Non-Hispanic White,Female,Oral Cavity and Pharynx,2014,2.5
Montana,0.7,Mortality,450575,Non-Hispanic White,Female,Oral Cavity and Pharynx,2015,1.1
Montana,1.3,Mortality,454161,Non-Hispanic White,Female,Oral Cavity and Pharynx,2016,2.2
Montana,1.7,Mortality,458222,Non-Hispanic White,Female,Oral Cavity and Pharynx,2017,2.4
Montana,1.6,Mortality,461068,Non-Hispanic White,Female,Oral Cavity and Pharynx,2018,2.4
Montana,1.6,Mortality,463806,Non-Hispanic White,Female,Oral Cavity and Pharynx,2019,2.6
Montana,2.9,Mortality,467362,Non-Hispanic White,Female,Oral Cavity and Pharynx,2020,4.5
Nebraska,1.5,Mortality,770287,Non-Hispanic White,Female,Oral Cavity and Pharynx,2011,2.3
Nebraska,1.3,Mortality,771545,Non-Hispanic White,Female,Oral Cavity and Pharynx,2012,1.9
Nebraska,0.7,Mortality,771829,Non-Hispanic White,Female,Oral Cavity and Pharynx,2013,1
Nebraska,1.5,Mortality,772897,Non-Hispanic White,Female,Oral Cavity and Pharynx,2014,2.2
Nebraska,1.5,Mortality,773155,Non-Hispanic White,Female,Oral Cavity and Pharynx,2015,2.5
Nebraska,2.1,Mortality,773660,Non-Hispanic White,Female,Oral Cavity and Pharynx,2016,3
Nebraska,1.6,Mortality,773157,Non-Hispanic White,Female,Oral Cavity and Pharynx,2017,2.2
Nebraska,1.8,Mortality,772251,Non-Hispanic White,Female,Oral Cavity and Pharynx,2018,3.1
Nebraska,0.9,Mortality,771498,Non-Hispanic White,Female,Oral Cavity and Pharynx,2019,1.4
Nebraska,1.8,Mortality,769963,Non-Hispanic White,Female,Oral Cavity and Pharynx,2020,2.6
Nevada,1.2,Mortality,732801,Non-Hispanic White,Female,Oral Cavity and Pharynx,2011,1.8
Nevada,1.5,Mortality,733166,Non-Hispanic White,Female,Oral Cavity and Pharynx,2012,2
Nevada,2.2,Mortality,733507,Non-Hispanic White,Female,Oral Cavity and Pharynx,2013,3.3
Nevada,1.8,Mortality,736110,Non-Hispanic White,Female,Oral Cavity and Pharynx,2014,2.9
Nevada,1.2,Mortality,738770,Non-Hispanic White,Female,Oral Cavity and Pharynx,2015,1.6
Nevada,1.5,Mortality,741391,Non-Hispanic White,Female,Oral Cavity and Pharynx,2016,2.6
Nevada,1.3,Mortality,744176,Non-Hispanic White,Female,Oral Cavity and Pharynx,2017,2.3
Nevada,1.7,Mortality,749650,Non-Hispanic White,Female,Oral Cavity and Pharynx,2018,2.8
Nevada,1.3,Mortality,754766,Non-Hispanic White,Female,Oral Cavity and Pharynx,2019,2.3
Nevada,2.1,Mortality,756800,Non-Hispanic White,Female,Oral Cavity and Pharynx,2020,3.6
New Hampshire,0.8,Mortality,622655,Non-Hispanic White,Female,Oral Cavity and Pharynx,2011,1.1
New Hampshire,1.6,Mortality,622499,Non-Hispanic White,Female,Oral Cavity and Pharynx,2012,1.9
New Hampshire,0.9,Mortality,621726,Non-Hispanic White,Female,Oral Cavity and Pharynx,2013,1.1
New Hampshire,1.4,Mortality,622648,Non-Hispanic White,Female,Oral Cavity and Pharynx,2014,2.2
New Hampshire,1.1,Mortality,621489,Non-Hispanic White,Female,Oral Cavity and Pharynx,2015,1.4
New Hampshire,1.6,Mortality,622170,Non-Hispanic White,Female,Oral Cavity and Pharynx,2016,2.4
New Hampshire,1.2,Mortality,623535,Non-Hispanic White,Female,Oral Cavity and Pharynx,2017,1.8
New Hampshire,0.6,Mortality,623682,Non-Hispanic White,Female,Oral Cavity and Pharynx,2018,1.1
New Hampshire,1.5,Mortality,624944,Non-Hispanic White,Female,Oral Cavity and Pharynx,2019,2.2
New Hampshire,1.4,Mortality,625638,Non-Hispanic White,Female,Oral Cavity and Pharynx,2020,2.6
Mississippi,6.8,Mortality,1447516,All Races,Male,Oral Cavity and Pharynx,2011,7
Mississippi,7,Mortality,1450102,All Races,Male,Oral Cavity and Pharynx,2012,7.2
Mississippi,5.7,Mortality,1452993,All Races,Male,Oral Cavity and Pharynx,2013,6.1
Mississippi,5.6,Mortality,1453002,All Races,Male,Oral Cavity and Pharynx,2014,6.5
Mississippi,5.5,Mortality,1450671,All Races,Male,Oral Cavity and Pharynx,2015,6.4
Mississippi,6.2,Mortality,1450463,All Races,Male,Oral Cavity and Pharynx,2016,7.1
Mississippi,4.8,Mortality,1451002,All Races,Male,Oral Cavity and Pharynx,2017,5.6
Mississippi,5.8,Mortality,1446874,All Races,Male,Oral Cavity and Pharynx,2018,6.7
Mississippi,5.3,Mortality,1443640,All Races,Male,Oral Cavity and Pharynx,2019,6.4
Mississippi,4.5,Mortality,1435815,All Races,Male,Oral Cavity and Pharynx,2020,5.5
Missouri,3.8,Mortality,2945437,All Races,Male,Oral Cavity and Pharynx,2011,4.2
Missouri,4.2,Mortality,2953531,All Races,Male,Oral Cavity and Pharynx,2012,4.7
Missouri,3.4,Mortality,2963712,All Races,Male,Oral Cavity and Pharynx,2013,3.9
Missouri,4.2,Mortality,2972346,All Races,Male,Oral Cavity and Pharynx,2014,4.7
Missouri,4.8,Mortality,2981334,All Races,Male,Oral Cavity and Pharynx,2015,5.6
Missouri,4.3,Mortality,2989883,All Races,Male,Oral Cavity and Pharynx,2016,5.4
Missouri,4,Mortality,3000001,All Races,Male,Oral Cavity and Pharynx,2017,4.6
